# Performance Monitoring Events for the Sixth Generation Intel Core Processors Based on the Skylake Microarchitecture - V42
# 8/6/2018 3:30:52 PM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	SampleAfterValue	MSRIndex	MSRValue	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata	Deprecated
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_S.SNOOP_HIT_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400100004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_S.SNOOP_MISS	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200100004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_S.SNOOP_NOT_NEEDED	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100100004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_S.SNOOP_NONE	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080100004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_S.SPL_HIT	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040100004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_E.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0080004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_E.SNOOP_NON_DRAM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000080004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_E.SNOOP_HITM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000080004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_E.SNOOP_HIT_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400080004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_E.SNOOP_MISS	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200080004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_E.SNOOP_NOT_NEEDED	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100080004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_E.SNOOP_NONE	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080080004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_E.SPL_HIT	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040080004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_M.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0040004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_M.SNOOP_NON_DRAM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000040004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_M.SNOOP_HITM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000040004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_M.SNOOP_HIT_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400040004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_M.SNOOP_MISS	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200040004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_M.SNOOP_NOT_NEEDED	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100040004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_M.SNOOP_NONE	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080040004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_M.SPL_HIT	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040040004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0020004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_NON_DRAM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000020004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_HITM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000020004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_HIT_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400020004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_MISS	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200020004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_NOT_NEEDED	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100020004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_NONE	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080020004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SPL_HIT	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040020004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.ANY_RESPONSE	Counts demand instruction fetches and L1 instruction cache prefetches that have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFC400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_NON_DRAM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x203C400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_HITM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x103C400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x043C400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_MISS	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x023C400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_NOT_NEEDED	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x013C400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_NONE	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00BC400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SPL_HIT	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x007C400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC4000002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SNOOP_NON_DRAM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2004000002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SNOOP_HITM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1004000002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0404000002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SNOOP_MISS	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0204000002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SNOOP_NOT_NEEDED	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0104000002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SNOOP_NONE	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0084000002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SPL_HIT	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0044000002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L4_HIT_LOCAL_L4.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L4_HIT_LOCAL_L4.SNOOP_NON_DRAM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L4_HIT_LOCAL_L4.SNOOP_HITM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L4_HIT_LOCAL_L4.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L4_HIT_LOCAL_L4.SNOOP_MISS	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L4_HIT_LOCAL_L4.SNOOP_NOT_NEEDED	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L4_HIT_LOCAL_L4.SNOOP_NONE	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L4_HIT_LOCAL_L4.SPL_HIT	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040400002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC01C0002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_NON_DRAM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x20001C0002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_HITM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10001C0002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04001C0002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_MISS	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x02001C0002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_NOT_NEEDED	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01001C0002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_NONE	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00801C0002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SPL_HIT	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00401C0002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_S.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0100002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_S.SNOOP_NON_DRAM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000100002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_S.SNOOP_HITM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000100002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_S.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400100002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_S.SNOOP_MISS	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200100002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_S.SNOOP_NOT_NEEDED	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100100002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_S.SNOOP_NONE	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080100002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_S.SPL_HIT	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040100002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_E.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0080002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_E.SNOOP_NON_DRAM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000080002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_E.SNOOP_HITM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000080002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_E.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400080002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_E.SNOOP_MISS	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200080002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_E.SNOOP_NOT_NEEDED	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100080002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_E.SNOOP_NONE	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080080002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_E.SPL_HIT	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040080002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_M.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0040002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_M.SNOOP_NON_DRAM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000040002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_M.SNOOP_HITM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000040002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_M.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400040002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_M.SNOOP_MISS	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200040002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_M.SNOOP_NOT_NEEDED	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100040002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_M.SNOOP_NONE	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080040002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT_M.SPL_HIT	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040040002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.SUPPLIER_NONE.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0020002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.SUPPLIER_NONE.SNOOP_NON_DRAM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000020002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.SUPPLIER_NONE.SNOOP_HITM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000020002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.SUPPLIER_NONE.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400020002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.SUPPLIER_NONE.SNOOP_MISS	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200020002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.SUPPLIER_NONE.SNOOP_NOT_NEEDED	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100020002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.SUPPLIER_NONE.SNOOP_NONE	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080020002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.SUPPLIER_NONE.SPL_HIT	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040020002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.ANY_RESPONSE	Counts all demand data writes (RFOs) have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010002	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_MISS.ANY_SNOOP	Counts demand data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFC400001	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_MISS.SNOOP_NON_DRAM	Counts demand data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x203C400001	0	0	0	0	0	0	0	0	null	0
